"participant_id","questionnaireItem_id","answer"
265,64,Sim. ao tentar realizar alguns movimentos nas peças
265,65,Talvez tentar uma maneira por comando de voz(?) para tentar realizar o movimento que não está conseguindo.
265,66,Nunca havia feito essa atividade
266,62,"O contorno da mão era um pouco incomodo me fazendo as vezes achar que estava vendo minha mão duas vezes, de resto apenas demorei um pouco para conseguir assimilar aonde estavam os objetos, de inicio eu estava confuso sobre a distancia."
266,63,"Foi uma experiencia muito divertida, após um tempo foi possível conseguir entender como pegar o mover bem os objetos, o jogo era cativante e dava vontade de ir sempre mais e mais a fundo nos níveis, era quase como se os objetos fossem mesmo reais já que eles ate sofriam um pouco de física ao serem jogados ou esbarados, segurar o &#34;molde&#34; ajudou muito a entender como avançar a partir do nível de dificuldade 3."
266,64,Apenas no inicio em relação a entender a distancia em que os objetos estavam de mim.
266,65,Se fosse possível mapear previamente o local e assim usar uma mesa mesmo para montar seria possível ter melhor noção do espaço
266,66,"Considero que sim, pois ao misturar a realidade virtual com a real não há problemas como não saber exatamente aonde estão as suas próprias mãos ou o problema de que um controle pode estar parcialmente desnivelado ou descentralizado. Portanto considero a solução holográfica muito boa e pratica, por dar uma sensação mais próxima da real."
267,62,Senti um pouco de fadiga visual (leve dor e desconforto que passou ao acabar o experimento). Acredito que tenha sido causado pelo foco ininterrupto no objeto holográfico.
267,63,"Me diverti bastante, minhas expectativas quanto ao jogo, design e jogabilidade foram superadas."
267,64,"Algumas vezes, eu não conseguia mover os objetos de forma satisfatória, portanto precisei me esforçar mais para fazer os movimentos que eu esperava."
267,65,Não.
267,66,Não. Acredito que cada solução tem uma característica lógica e dinâmica própria.
268,63,"- Facilidade de interação com o ambiente e os objetos;
- Experiência agradável;
- Experiência que pode inspirar outros estudantes a desenvolverem projetos/programas de acordo com as suas áreas de atuação/formação;
- Possibilidade de poder experimentar novas tecnologias ou de forma inédita as já existentes."
268,64,"Embora não tivesse tido nenhuma dificuldade, o máximo que ocorreu foi de os objetos &#34;fugirem&#34; um pouco ao alcance dos dedos."
268,65,"Embora seja uma proposta bastante fácil e agradável, um jogo no estilo Tetris, poder-se-ia oferecer também mais de uma opção de jogo (ex.: jogos de quebra-cabeça, jogos do tipo Mahjjong (Dominó chinês)) etc. para usuários com maior conhecimento em Realidade Aumentada e Virtual."
268,66,"Esta solução, embora mais simples que muitas outras, não apenas facilita o primeiro contato e interação do usuário, mas também faz com que, pela sua proposta e facilidade do usuário, desperte interesse em sua utilização."
269,62,"algumas vezes,durante a interação,acabava ocorrendo outros eventos,dos quais eu não exerci a &#34;ativação&#34;."
269,63,"uma ótima(perfeita,diria) forma de poder tanto se entreter quanto de se estudar."
269,64,Nenhum.
269,65,Nenhuma.
269,66,Considero. Pelo simples fato da interação.
270,62,"Creio que a única experiência negativa, seja a frustração em alguns níveis até conseguir colocar as peças do jeito certo, o que é completamente normal em níveis mais difíceis."
270,63,"Muito didático e intuitivo, ótima interação, ótimas respostas aos movimentos e ótima trilha sonora."
270,64,Não enfrentei.
270,65,Uma sugestão: conseguir encaixar uma peça na outra fora da área de conclusão.
270,66,"Sim, porque a liberdade com que você pode interagir com as peças é muito maior, deixando mais divertido e completa a experiência."
271,62,Algumas imprecisões quanto ao sistema de colisões dos objetos com a mão.
271,63,"A forma de abordagem (tridimensional) do &#34;puzzle&#34; me remeteu àqueles que temos no meio físico. Ademais, a interface conta com um aspecto limpo que, mesmo sendo pouco explicativa, tornou a experiência agradável."
271,64,Quanto a precisão da colisão da mão com os objetos.
271,65,"Melhorar o sistema de colisão, bem como deixar a interface levemente mais explicativa."
271,66,"Como não conhecia outras soluções com o mesmo proposito, não possuo um parâmetro bem definido para afirmar que esta é a melhor experiência. Contudo, trata-se de uma boa solução."
273,62,Não gostei muito dos sons
273,63,Toda a experiência foi positiva
273,64,Não
273,65,Não
273,66,Não posso opinar pois foi meu primeiro contato com a solução holográfica
274,62,"Em alguns momentos meus gestos abriam o menu do jogo e isso atrapalhava um pouco a jogabilidade, visto que tive que fechar o menu várias vezes ao longo da experiência."
274,63,"A experiência de poder girar as peças foi interessante, assim como de reposicionar o tabuleiro. As colisões entre as peças também são satisfatórias."
275,62,"Algumas ações não foram muito responsivas, em alguns momentos ocorriam ações que eu não quis fazer e em outros ações que eu quis fazer não se concretizavam."
275,63,"É bem cativante, com elementos que fazem o cérebro agir, possui cores agradáveis, e sons que auxiliam em dar mais realismo. A interação e a física são bem intuitivas e pouco frustrantes e os movimentos tendem a ser suaves."
275,64,Não
275,65,Uma forma de reiniciar seria interessante
275,66,"Sim, porque permite realizar as ações num ambiente virtual e requer menos esforço físico."
